Time,Sample number,Temperature (°C),Humidity (%RH),Sensor response (Ohm),PM response,Temperature MFC (°C),Nanofiber current (mA),Nanofiber voltage (V)
2020-07-10 17:39:00.359263,249,20.9,25.4,,,22.46,00.0001E-03,-04.096E+00
2020-07-10 17:39:00.602668,250,20.9,25.4,,,22.46,00.0001E-03,-04.096E+00
2020-07-10 17:39:00.879128,251,20.9,25.4,,,22.46,00.0001E-03,-04.096E+00
2020-07-10 17:39:01.107512,252,20.9,25.4,,,22.46,00.0001E-03,-04.096E+00
2020-07-10 17:39:01.380757,253,20.9,25.4,,,22.46,00.0001E-03,-04.096E+00
2020-07-10 17:39:01.602113,254,20.9,25.4,,,22.46,00.0001E-03,-04.096E+00
2020-07-10 17:39:01.844465,255,20.9,25.4,,,22.46,00.0001E-03,-04.096E+00
2020-07-10 17:39:02.097814,256,20.9,25.4,,,22.46,00.0001E-03,-04.096E+00
2020-07-10 17:39:02.348512,257,20.9,25.4,,,22.46,00.0001E-03,-04.096E+00
2020-07-10 17:39:02.611376,258,20.9,25.4,,,22.46,00.0001E-03,-04.096E+00
2020-07-10 17:39:02.853569,259,20.9,25.4,,,22.46,00.0001E-03,-04.096E+00
2020-07-10 17:39:03.122965,260,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:03.349399,261,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:03.623177,262,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:03.851832,263,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:04.139043,264,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:04.356224,265,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:04.649875,266,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:04.853573,267,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:05.119013,268,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:05.371105,269,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:05.610165,270,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:05.873306,271,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:06.119662,272,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:06.386090,273,20.9,25.4,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:06.615857,274,20.9,25.3,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:06.898921,275,20.9,25.3,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:07.118659,276,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:07.365068,277,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:07.621431,278,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:07.862176,279,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:08.122510,280,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:08.370380,281,20.9,25.3,,,22.47,00.0001E-03,-04.096E+00
2020-07-10 17:39:08.636234,282,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:08.872679,283,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:09.141568,284,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:09.374374,285,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:09.653628,286,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:09.871198,287,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:10.121170,288,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:10.374838,289,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:10.628396,290,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:10.884523,291,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:11.126086,292,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:11.449701,293,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:11.628921,294,20.9,25.3,,,22.49,00.0001E-03,-04.096E+00
2020-07-10 17:39:11.916109,295,20.9,25.3,,,22.48,00.0001E-03,-04.096E+00
2020-07-10 17:39:12.150509,296,20.9,25.3,,,22.49,00.0001E-03,-04.096E+00
2020-07-10 17:39:12.381480,297,20.9,25.3,,,22.49,00.0001E-03,-04.096E+00
2020-07-10 17:39:12.643735,298,20.9,25.3,,,22.49,00.0001E-03,-04.096E+00
2020-07-10 17:39:12.881196,299,20.9,25.3,,,22.49,00.0001E-03,-04.096E+00
2020-07-10 17:39:13.142019,300,20.9,25.3,,,22.49,00.0001E-03,-04.096E+00
2020-07-10 17:39:13.376662,301,20.9,25.3,,,22.49,00.0001E-03,-04.096E+00
2020-07-10 17:39:13.651148,302,20.9,25.3,,,22.49,00.0001E-03,-04.096E+00
2020-07-10 17:39:13.890258,303,20.9,25.3,,,22.49,00.0001E-03,-04.096E+00
2020-07-10 17:39:14.157323,304,20.9,25.3,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:14.379908,305,20.9,25.3,,,22.49,00.0001E-03,-04.096E+00
2020-07-10 17:39:14.664663,306,20.9,25.3,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:14.883579,307,20.9,25.3,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:15.176661,308,20.9,25.3,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:15.384887,309,20.9,25.3,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:15.640893,310,20.9,25.3,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:15.891694,311,20.9,25.3,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:16.144785,312,20.9,25.3,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:16.406581,313,20.9,25.3,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:16.653002,314,20.9,25.2,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:16.909017,315,20.9,25.2,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:17.158754,316,20.9,25.2,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:17.418959,317,20.9,25.2,,,22.5,00.0008E-03,-04.096E+00
2020-07-10 17:39:17.647127,318,20.9,25.2,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:17.928359,319,20.9,25.2,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:18.158132,320,20.9,25.2,,,22.51,00.0001E-03,-04.096E+00
2020-07-10 17:39:18.401757,321,20.9,25.2,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:18.657795,322,20.9,25.2,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:18.896066,323,20.9,25.2,,,22.5,00.0001E-03,-04.096E+00
2020-07-10 17:39:19.156942,324,20.9,25.2,,,22.51,00.0001E-03,-04.096E+00
2020-07-10 17:39:19.395501,325,20.9,25.2,,,22.51,00.0001E-03,-04.096E+00
2020-07-10 17:39:19.667623,326,20.9,25.2,,,22.51,00.0008E-03,-04.096E+00
2020-07-10 17:39:19.903743,327,20.9,25.2,,,22.51,00.0006E-03,-04.096E+00
2020-07-10 17:39:20.174458,328,20.9,25.2,,,22.51,00.0001E-03,-04.096E+00
2020-07-10 17:39:20.413583,329,20.9,25.2,,,22.51,00.0001E-03,-04.096E+00
2020-07-10 17:39:20.690329,330,20.9,25.2,,,22.51,00.0001E-03,-04.096E+00
2020-07-10 17:39:20.901420,331,20.9,25.2,,,22.51,00.0001E-03,-04.096E+00
2020-07-10 17:39:21.200948,332,20.9,25.2,,,22.52,00.0006E-03,-04.096E+00
2020-07-10 17:39:21.410846,333,20.9,25.2,,,22.52,00.0001E-03,-04.096E+00
2020-07-10 17:39:21.656310,334,20.9,25.2,,,22.52,00.0001E-03,-04.096E+00
2020-07-10 17:39:21.910391,335,20.9,25.2,,,22.52,00.0001E-03,-04.096E+00
2020-07-10 17:39:22.168619,336,20.9,25.2,,,22.52,00.0001E-03,-04.096E+00
2020-07-10 17:39:22.422105,337,20.9,25.2,,,22.52,00.0001E-03,-04.096E+00
2020-07-10 17:39:22.663335,338,20.9,25.1,,,22.52,00.0001E-03,-04.096E+00
2020-07-10 17:39:22.938162,339,20.9,25.1,,,22.52,00.0006E-03,-04.096E+00
2020-07-10 17:39:23.165994,340,20.9,25.1,,,22.52,00.0006E-03,-04.096E+00
2020-07-10 17:39:23.448280,341,20.9,25.1,,,22.52,00.0001E-03,-04.096E+00
2020-07-10 17:39:23.664804,342,20.9,25.1,,,22.53,00.0001E-03,-04.096E+00
2020-07-10 17:39:23.909727,343,20.9,25.1,,,22.52,00.0006E-03,-04.096E+00
2020-07-10 17:39:24.166870,344,20.9,25.1,,,22.52,00.0001E-03,-04.096E+00
2020-07-10 17:39:24.414506,345,20.9,25.1,,,22.53,00.0001E-03,-04.096E+00
2020-07-10 17:39:24.673766,346,20.9,25.1,,,22.53,00.0001E-03,-04.096E+00
2020-07-10 17:39:24.921655,347,20.9,25.1,,,22.53,00.0008E-03,-04.096E+00
2020-07-10 17:39:25.188958,348,20.9,25.1,,,22.53,00.0001E-03,-04.096E+00
2020-07-10 17:39:25.415373,349,20.9,25.1,,,22.53,00.0001E-03,-04.096E+00
2020-07-10 17:39:25.702650,350,20.9,25.1,,,22.53,00.0001E-03,-04.096E+00
2020-07-10 17:39:25.915123,351,20.9,25.1,,,22.53,00.0001E-03,-04.096E+00
2020-07-10 17:39:26.208437,352,20.9,25.1,,,22.53,00.0008E-03,-04.096E+00
2020-07-10 17:39:26.424617,353,20.9,25.1,,,22.53,00.0008E-03,-04.096E+00
2020-07-10 17:39:26.673352,354,20.9,25.1,,,22.53,00.0008E-03,-04.096E+00
2020-07-10 17:39:26.925958,355,20.9,25.1,,,22.53,00.0006E-03,-04.096E+00
2020-07-10 17:39:27.180657,356,20.9,25.1,,,22.53,00.0001E-03,-04.096E+00
2020-07-10 17:39:27.443163,357,20.9,25.1,,,22.54,00.0001E-03,-04.096E+00
2020-07-10 17:39:27.673523,358,20.9,25.1,,,22.54,00.0001E-03,-04.096E+00
2020-07-10 17:39:27.956798,359,20.9,25.1,,,22.54,00.0001E-03,-04.096E+00
2020-07-10 17:39:28.202306,360,20.9,25.1,,,22.53,00.0001E-03,-04.096E+00
2020-07-10 17:39:28.425839,361,20.9,25.1,,,22.54,00.0001E-03,-04.096E+00
2020-07-10 17:39:28.683649,362,20.9,25.1,,,22.54,00.0001E-03,-04.096E+00
2020-07-10 17:39:28.925733,363,20.9,25.1,,,22.54,00.0006E-03,-04.096E+00
2020-07-10 17:39:29.193891,364,20.9,25.1,,,22.54,00.0006E-03,-04.096E+00
2020-07-10 17:39:29.430615,365,20.9,25.1,,,22.54,00.0001E-03,-04.096E+00
2020-07-10 17:39:29.709108,366,20.9,25.1,,,22.54,00.0008E-03,-04.096E+00
2020-07-10 17:39:29.927441,367,20.9,25.1,,,22.54,00.0006E-03,-04.096E+00
2020-07-10 17:39:30.224377,368,20.9,25.1,,,22.54,00.0006E-03,-04.096E+00
2020-07-10 17:39:30.431954,369,20.9,25.1,,,22.54,00.0001E-03,-04.096E+00
2020-07-10 17:39:30.685973,370,20.9,25.2,,,22.55,00.0001E-03,-04.096E+00
2020-07-10 17:39:30.939598,371,20.9,25.2,,,22.55,00.0001E-03,-04.096E+00
2020-07-10 17:39:31.192790,372,20.9,25.2,,,22.55,00.0006E-03,-04.096E+00
2020-07-10 17:39:31.452559,373,20.9,25.2,,,22.55,00.0001E-03,-04.096E+00
2020-07-10 17:39:31.686784,374,20.9,25.2,,,22.55,00.0001E-03,-04.096E+00
2020-07-10 17:39:31.966644,375,20.9,25.2,,,22.55,00.0006E-03,-04.096E+00
2020-07-10 17:39:32.193704,376,20.9,25.2,,,22.55,00.0008E-03,-04.096E+00
2020-07-10 17:39:32.438840,377,20.9,25.2,,,22.55,00.0001E-03,-04.096E+00
2020-07-10 17:39:32.696211,378,20.9,25.3,,,22.55,00.0001E-03,-04.096E+00
2020-07-10 17:39:32.933620,379,20.9,25.3,,,22.55,00.0006E-03,-04.096E+00
2020-07-10 17:39:33.203069,380,20.9,25.3,,,22.55,00.0006E-03,-04.096E+00
2020-07-10 17:39:33.439622,381,20.9,25.3,,,22.55,00.0001E-03,-04.096E+00
2020-07-10 17:39:33.714293,382,20.9,25.3,,,22.55,00.0006E-03,-04.096E+00
2020-07-10 17:39:33.942613,383,20.9,25.3,,,22.55,00.0006E-03,-04.096E+00
2020-07-10 17:39:34.236800,384,20.9,25.3,,,22.55,00.0001E-03,-04.096E+00
2020-07-10 17:39:34.449224,385,20.9,25.3,,,22.56,00.0001E-03,-04.096E+00
2020-07-10 17:39:34.737611,386,20.9,25.3,,,22.56,00.0006E-03,-04.096E+00
2020-07-10 17:39:34.944254,387,20.9,25.3,,,22.56,00.0001E-03,-04.096E+00
2020-07-10 17:39:35.198401,388,20.9,25.3,,,22.56,00.0001E-03,-04.096E+00
2020-07-10 17:39:35.448980,389,20.9,25.3,,,22.56,00.0006E-03,-04.096E+00
2020-07-10 17:39:35.700711,390,20.9,25.3,,,22.56,00.0006E-03,-04.096E+00
2020-07-10 17:39:35.967698,391,20.9,25.3,,,22.56,00.0006E-03,-04.096E+00
2020-07-10 17:39:36.208666,392,20.9,25.3,,,22.56,00.0001E-03,-04.096E+00
2020-07-10 17:39:36.470938,393,20.9,25.3,,,22.56,00.0001E-03,-04.096E+00
2020-07-10 17:39:36.711208,394,20.9,25.3,,,22.56,00.0006E-03,-04.096E+00
2020-07-10 17:39:36.978732,395,20.9,25.3,,,22.56,00.0006E-03,-04.096E+00
2020-07-10 17:39:37.209838,396,20.9,25.3,,,22.56,00.0001E-03,-04.096E+00
2020-07-10 17:39:37.452239,397,20.9,25.3,,,22.56,00.0001E-03,-04.096E+00
2020-07-10 17:39:37.700755,398,20.9,25.3,,,22.56,00.0001E-03,-04.096E+00
2020-07-10 17:39:37.954558,399,20.9,25.3,,,22.57,00.0006E-03,-04.096E+00
2020-07-10 17:39:38.211925,400,20.9,25.3,,,22.57,00.0008E-03,-04.096E+00
2020-07-10 17:39:38.459506,401,20.9,25.3,,,22.57,00.0006E-03,-04.096E+00
2020-07-10 17:39:38.732073,402,20.9,25.2,,,22.57,00.0001E-03,-04.096E+00
2020-07-10 17:39:38.962657,403,20.9,25.2,,,22.57,00.0006E-03,-04.096E+00
2020-07-10 17:39:39.237880,404,20.9,25.2,,,22.57,00.0006E-03,-04.096E+00
2020-07-10 17:39:39.461455,405,20.9,25.2,,,22.57,00.0006E-03,-04.096E+00
2020-07-10 17:39:39.704573,406,20.9,25.2,,,22.57,00.0006E-03,-04.096E+00
2020-07-10 17:39:39.956969,407,20.9,25.2,,,22.57,00.0006E-03,-04.096E+00
2020-07-10 17:39:40.216130,408,20.9,25.2,,,22.57,00.0001E-03,-04.096E+00
2020-07-10 17:39:40.471006,409,20.9,25.2,,,22.58,00.0001E-03,-04.096E+00
2020-07-10 17:39:40.720261,410,20.9,25.2,,,22.57,00.0006E-03,-04.096E+00
2020-07-10 17:39:40.975228,411,20.9,25.2,,,22.58,00.0006E-03,-04.096E+00
2020-07-10 17:39:41.215911,412,20.9,25.2,,,22.58,00.0006E-03,-04.096E+00
2020-07-10 17:39:41.485126,413,20.9,25.2,,,22.58,00.0001E-03,-04.096E+00
2020-07-10 17:39:41.720110,414,20.9,25.2,,,22.58,00.0001E-03,-04.096E+00
2020-07-10 17:39:41.994505,415,20.9,25.2,,,22.58,00.0008E-03,-04.096E+00
2020-07-10 17:39:42.218043,416,20.9,25.2,,,22.58,00.0001E-03,-04.096E+00
2020-07-10 17:39:42.506570,417,20.9,25.2,,,22.58,00.0001E-03,-04.096E+00
2020-07-10 17:39:42.722787,418,20.9,25.1,,,22.59,00.0001E-03,-04.096E+00
2020-07-10 17:39:42.963298,419,20.9,25.1,,,22.58,00.0006E-03,-04.096E+00
2020-07-10 17:39:43.220266,420,20.9,25.1,,,22.59,00.0006E-03,-04.096E+00
2020-07-10 17:39:43.466784,421,20.9,25.1,,,22.59,00.0006E-03,-04.096E+00
2020-07-10 17:39:43.729443,422,20.9,25.1,,,22.59,00.0001E-03,-04.096E+00
2020-07-10 17:39:43.976584,423,20.9,25.1,,,22.59,00.0001E-03,-04.096E+00
2020-07-10 17:39:44.240246,424,20.9,25.1,,,22.59,00.0008E-03,-04.096E+00
2020-07-10 17:39:44.501937,425,20.9,25.1,,,22.59,00.0001E-03,-04.096E+00
2020-07-10 17:39:44.755442,426,20.9,25.1,,,22.59,00.0006E-03,-04.096E+00
2020-07-10 17:39:45.014729,427,20.9,25.1,,,22.59,00.0001E-03,-04.096E+00
2020-07-10 17:39:45.228644,428,20.9,25.1,,,22.59,00.0001E-03,-04.096E+00
2020-07-10 17:39:45.479444,429,20.9,25.1,,,22.59,00.0001E-03,-04.096E+00
2020-07-10 17:39:45.725566,430,20.9,25.1,,,22.6,00.0001E-03,-04.096E+00
2020-07-10 17:39:45.992713,431,20.9,25.1,,,22.6,00.0001E-03,-04.096E+00
2020-07-10 17:39:46.228795,432,20.9,25.1,,,22.6,00.0008E-03,-04.096E+00
2020-07-10 17:39:46.497685,433,20.9,25.1,,,22.6,00.0001E-03,-04.096E+00
2020-07-10 17:39:46.732433,434,20.9,25.1,,,22.6,00.0001E-03,-04.096E+00
2020-07-10 17:39:47.012762,435,20.9,25.1,,,22.6,00.0006E-03,-04.096E+00
2020-07-10 17:39:47.235566,436,20.9,25.1,,,22.6,00.0001E-03,-04.096E+00
2020-07-10 17:39:47.522026,437,20.9,25.1,,,22.6,00.0001E-03,-04.096E+00
2020-07-10 17:39:47.733817,438,20.9,25.1,,,22.6,00.0001E-03,-04.096E+00
2020-07-10 17:39:47.978950,439,20.9,25.1,,,22.6,00.0001E-03,-04.096E+00
2020-07-10 17:39:48.244530,440,20.9,25.1,,,22.6,00.0001E-03,-04.096E+00
2020-07-10 17:39:48.485500,441,20.9,25.1,,,22.6,00.0006E-03,-04.096E+00
2020-07-10 17:39:48.748918,442,20.9,25.1,,,22.6,00.0008E-03,-04.096E+00
2020-07-10 17:39:48.985640,443,20.9,25.1,,,22.6,00.0001E-03,-04.096E+00
2020-07-10 17:39:49.257258,444,20.9,25.1,,,22.61,00.0001E-03,-04.096E+00
2020-07-10 17:39:49.487976,445,20.9,25.1,,,22.61,00.0001E-03,-04.096E+00
2020-07-10 17:39:49.765358,446,20.9,25.1,,,22.61,00.0001E-03,-04.096E+00
2020-07-10 17:39:49.990998,447,20.9,25.1,,,22.61,00.0001E-03,-04.096E+00
2020-07-10 17:39:50.274898,448,20.9,25.1,,,22.61,00.0001E-03,-04.096E+00
2020-07-10 17:39:50.488499,449,20.9,25.1,,,22.61,00.0001E-03,-04.096E+00
2020-07-10 17:39:50.749174,450,20.9,25.1,,,22.61,00.0001E-03,-04.096E+00
2020-07-10 17:39:51.006635,451,20.9,25.1,,,22.62,00.0001E-03,-04.096E+00
2020-07-10 17:39:51.247906,452,20.9,25.1,,,22.62,00.0001E-03,-04.096E+00
2020-07-10 17:39:51.517608,453,20.9,25.1,,,22.61,00.0001E-03,-04.096E+00
2020-07-10 17:39:51.746130,454,20.9,25.1,,,22.61,00.0001E-03,-04.096E+00
2020-07-10 17:39:52.023735,455,20.9,25.1,,,22.62,00.0001E-03,-04.096E+00
2020-07-10 17:39:52.251558,456,20.9,25.1,,,22.62,00.0001E-03,-04.096E+00
2020-07-10 17:39:52.491190,457,20.9,25.1,,,22.62,00.0006E-03,-04.096E+00
2020-07-10 17:39:52.756602,458,20.9,25.1,,,22.62,00.0001E-03,-04.096E+00
2020-07-10 17:39:52.997744,459,20.9,25.1,,,22.62,00.0008E-03,-04.096E+00
2020-07-10 17:39:53.256969,460,20.9,25.1,,,22.62,00.0001E-03,-04.096E+00
2020-07-10 17:39:53.501818,461,20.9,25.1,,,22.62,00.0001E-03,-04.096E+00
2020-07-10 17:39:53.771759,462,20.9,25.1,,,22.62,00.0001E-03,-04.096E+00
2020-07-10 17:39:54.006616,463,20.9,25.1,,,22.63,00.0001E-03,-04.096E+00
2020-07-10 17:39:54.276485,464,20.9,25.1,,,22.63,00.0001E-03,-04.096E+00
2020-07-10 17:39:54.497612,465,20.9,25.1,,,22.63,00.0001E-03,-04.096E+00
2020-07-10 17:39:54.784898,466,20.9,25.1,,,22.63,00.0001E-03,-04.096E+00
2020-07-10 17:39:55.005293,467,20.9,25.1,,,22.63,00.0001E-03,-04.096E+00
2020-07-10 17:39:55.264647,468,20.9,25.1,,,22.63,00.0001E-03,-04.096E+00
2020-07-10 17:39:55.515772,469,20.9,25.1,,,22.63,00.0001E-03,-04.096E+00
2020-07-10 17:39:55.757808,470,20.9,25.1,,,22.63,00.0001E-03,-04.096E+00
2020-07-10 17:39:56.020555,471,20.9,25.1,,,22.63,00.0006E-03,-04.096E+00
2020-07-10 17:39:56.267886,472,20.9,25.1,,,22.63,00.0001E-03,-04.096E+00
2020-07-10 17:39:56.537649,473,20.9,25.1,,,22.64,00.0001E-03,-04.096E+00
2020-07-10 17:39:56.772264,474,20.9,25.1,,,22.63,00.0001E-03,-04.096E+00
2020-07-10 17:39:57.040462,475,20.9,25.1,,,22.63,00.0001E-03,-04.096E+00
2020-07-10 17:39:57.267342,476,20.9,25.1,,,22.63,00.0001E-03,-04.096E+00
2020-07-10 17:39:57.518392,477,20.9,25.1,,,22.64,00.0001E-03,-04.096E+00
2020-07-10 17:39:57.766405,478,20.9,25.1,,,22.64,00.0001E-03,-04.096E+00
2020-07-10 17:39:58.014099,479,20.9,25.1,,,22.64,00.0001E-03,-04.096E+00
2020-07-10 17:39:58.270122,480,20.9,25.1,,,22.64,00.0001E-03,-04.096E+00
2020-07-10 17:39:58.512489,481,20.9,25.1,,,22.64,00.0001E-03,-04.096E+00
2020-07-10 17:39:58.780658,482,20.9,25.1,,,22.65,00.0001E-03,-04.096E+00
2020-07-10 17:39:59.011175,483,20.9,25.1,,,22.65,00.0001E-03,-04.096E+00
2020-07-10 17:39:59.286476,484,20.9,25.1,,,22.65,00.0001E-03,-04.096E+00
2020-07-10 17:39:59.518231,485,20.9,25.1,,,22.65,00.0001E-03,-04.096E+00
2020-07-10 17:39:59.794829,486,20.9,25.1,,,22.65,00.0001E-03,-04.096E+00
2020-07-10 17:40:00.017919,487,20.9,25.1,,,22.65,00.0001E-03,-04.096E+00
2020-07-10 17:40:00.310452,488,20.9,25.1,,,22.65,00.0001E-03,-04.096E+00
2020-07-10 17:40:00.517892,489,20.9,25.1,,,22.65,00.0006E-03,-04.096E+00
2020-07-10 17:40:00.780036,490,20.9,25.1,,,22.65,00.0001E-03,-04.096E+00
2020-07-10 17:40:01.030693,491,20.9,25.1,,,22.65,00.0001E-03,-04.096E+00
2020-07-10 17:40:01.278311,492,20.9,25.1,,,22.65,00.0001E-03,-04.096E+00
2020-07-10 17:40:01.540075,493,20.9,25.1,,,22.66,00.0001E-03,-04.096E+00
2020-07-10 17:40:01.791599,494,20.9,25.1,,,22.66,00.0001E-03,-04.096E+00
2020-07-10 17:40:02.048737,495,20.9,25.1,,,22.66,00.0001E-03,-04.096E+00
2020-07-10 17:40:02.278505,496,20.9,25.1,,,22.66,00.0001E-03,-04.096E+00
2020-07-10 17:40:02.559303,497,20.9,25.1,,,22.66,00.0001E-03,-04.096E+00
2020-07-10 17:40:02.783302,498,20.9,25.1,,,22.67,00.0001E-03,-04.096E+00
